n_ensayo,suma,n,value,peso
9878,27,8,0.0447,1.2068999999999999
911,32,9,0.0376,1.2032
1058,32,9,0.0376,1.2032
1981,32,9,0.0376,1.2032
2234,32,9,0.0376,1.2032
2365,32,9,0.0376,1.2032
2391,32,9,0.0376,1.2032
2598,32,9,0.0376,1.2032
2640,32,9,0.0376,1.2032
2662,32,9,0.0376,1.2032
2795,32,9,0.0376,1.2032
2888,32,9,0.0376,1.2032
3210,32,9,0.0376,1.2032
3247,32,9,0.0376,1.2032
4062,32,9,0.0376,1.2032
4351,32,9,0.0376,1.2032
4424,32,9,0.0376,1.2032
4993,32,9,0.0376,1.2032
6188,32,9,0.0376,1.2032
6247,32,9,0.0376,1.2032
6404,32,9,0.0376,1.2032
6699,32,9,0.0376,1.2032
6716,32,9,0.0376,1.2032
6744,32,9,0.0376,1.2032
7072,32,9,0.0376,1.2032
7393,32,9,0.0376,1.2032
7413,32,9,0.0376,1.2032
8337,32,9,0.0376,1.2032
8835,32,9,0.0376,1.2032
9201,32,9,0.0376,1.2032
9662,32,9,0.0376,1.2032
9836,32,9,0.0376,1.2032
9840,32,9,0.0376,1.2032
9956,32,9,0.0376,1.2032
900,41,11,0.0292,1.1972
953,41,11,0.0292,1.1972
1194,41,11,0.0292,1.1972
1572,41,11,0.0292,1.1972
1622,41,11,0.0292,1.1972
1647,41,11,0.0292,1.1972
1885,41,11,0.0292,1.1972
2305,41,11,0.0292,1.1972
2643,41,11,0.0292,1.1972
4711,41,11,0.0292,1.1972
4882,41,11,0.0292,1.1972
4904,41,11,0.0292,1.1972
5002,41,11,0.0292,1.1972
5542,41,11,0.0292,1.1972
5849,41,11,0.0292,1.1972
5894,41,11,0.0292,1.1972
7271,41,11,0.0292,1.1972
7427,41,11,0.0292,1.1972
7937,41,11,0.0292,1.1972
8259,41,11,0.0292,1.1972
8324,41,11,0.0292,1.1972
8712,41,11,0.0292,1.1972
8764,41,11,0.0292,1.1972
8823,41,11,0.0292,1.1972
9050,41,11,0.0292,1.1972
9121,41,11,0.0292,1.1972
9320,41,11,0.0292,1.1972
6946,62,13,0.0193,1.1966
40,53,12,0.0225,1.1925
2422,53,12,0.0225,1.1925
7727,53,12,0.0225,1.1925
7837,53,12,0.0225,1.1925
41,10,3,0.119,1.19
98,10,3,0.119,1.19
115,10,3,0.119,1.19
195,10,3,0.119,1.19
211,10,3,0.119,1.19
371,10,3,0.119,1.19
412,10,3,0.119,1.19
502,10,3,0.119,1.19
580,10,3,0.119,1.19
614,10,3,0.119,1.19
752,10,3,0.119,1.19
789,10,3,0.119,1.19
818,10,3,0.119,1.19
1006,10,3,0.119,1.19
1010,10,3,0.119,1.19
1038,10,3,0.119,1.19
1111,10,3,0.119,1.19
1196,10,3,0.119,1.19
1348,10,3,0.119,1.19
1393,10,3,0.119,1.19
1476,10,3,0.119,1.19
1575,10,3,0.119,1.19
1640,10,3,0.119,1.19
1662,10,3,0.119,1.19
1706,10,3,0.119,1.19
1731,10,3,0.119,1.19
1953,10,3,0.119,1.19
2018,10,3,0.119,1.19
2123,10,3,0.119,1.19
2239,10,3,0.119,1.19
2310,10,3,0.119,1.19
2321,10,3,0.119,1.19
2342,10,3,0.119,1.19
2402,10,3,0.119,1.19
2446,10,3,0.119,1.19
2617,10,3,0.119,1.19
2688,10,3,0.119,1.19
2773,10,3,0.119,1.19
2779,10,3,0.119,1.19
3014,10,3,0.119,1.19
3015,10,3,0.119,1.19
3047,10,3,0.119,1.19
3340,10,3,0.119,1.19
3385,10,3,0.119,1.19
3387,10,3,0.119,1.19
3552,10,3,0.119,1.19
3661,10,3,0.119,1.19
3732,10,3,0.119,1.19
3889,10,3,0.119,1.19
4248,10,3,0.119,1.19
4270,10,3,0.119,1.19
4325,10,3,0.119,1.19
4393,10,3,0.119,1.19
4604,10,3,0.119,1.19
4663,10,3,0.119,1.19
4689,10,3,0.119,1.19
4700,10,3,0.119,1.19
4719,10,3,0.119,1.19
4721,10,3,0.119,1.19
4732,10,3,0.119,1.19
4838,10,3,0.119,1.19
4862,10,3,0.119,1.19
4984,10,3,0.119,1.19
5066,10,3,0.119,1.19
5288,10,3,0.119,1.19
5318,10,3,0.119,1.19
5405,10,3,0.119,1.19
5421,10,3,0.119,1.19
5553,10,3,0.119,1.19
5581,10,3,0.119,1.19
6039,10,3,0.119,1.19
6077,10,3,0.119,1.19
6118,10,3,0.119,1.19
6131,10,3,0.119,1.19
6165,10,3,0.119,1.19
6207,10,3,0.119,1.19
6335,10,3,0.119,1.19
6385,10,3,0.119,1.19
6400,10,3,0.119,1.19
6413,10,3,0.119,1.19
6577,10,3,0.119,1.19
6805,10,3,0.119,1.19
6883,10,3,0.119,1.19
6911,10,3,0.119,1.19
7152,10,3,0.119,1.19
7449,10,3,0.119,1.19
7492,10,3,0.119,1.19
7497,10,3,0.119,1.19
7535,10,3,0.119,1.19
7623,10,3,0.119,1.19
7624,10,3,0.119,1.19
7699,10,3,0.119,1.19
7867,10,3,0.119,1.19
7925,10,3,0.119,1.19
7940,10,3,0.119,1.19
8055,10,3,0.119,1.19
8136,10,3,0.119,1.19
8174,10,3,0.119,1.19
8266,10,3,0.119,1.19
8370,10,3,0.119,1.19
8390,10,3,0.119,1.19
8447,10,3,0.119,1.19
8604,10,3,0.119,1.19
8648,10,3,0.119,1.19
8706,10,3,0.119,1.19
8859,10,3,0.119,1.19
8864,10,3,0.119,1.19
8944,10,3,0.119,1.19
8948,10,3,0.119,1.19
9087,10,3,0.119,1.19
9108,10,3,0.119,1.19
9116,10,3,0.119,1.19
9328,10,3,0.119,1.19
9415,10,3,0.119,1.19
9518,10,3,0.119,1.19
9718,10,3,0.119,1.19
9877,10,3,0.119,1.19
9920,10,3,0.119,1.19
9976,10,3,0.119,1.19
27,22,7,0.054,1.188
254,22,7,0.054,1.188
557,22,7,0.054,1.188
1019,22,7,0.054,1.188
1754,22,7,0.054,1.188
1798,22,7,0.054,1.188
1809,22,7,0.054,1.188
2072,22,7,0.054,1.188
2125,22,7,0.054,1.188
2406,22,7,0.054,1.188
2557,22,7,0.054,1.188
2651,22,7,0.054,1.188
2806,22,7,0.054,1.188
3022,22,7,0.054,1.188
3038,22,7,0.054,1.188
3378,22,7,0.054,1.188
3764,22,7,0.054,1.188
3880,22,7,0.054,1.188
3950,22,7,0.054,1.188
5397,22,7,0.054,1.188
5567,22,7,0.054,1.188
5709,22,7,0.054,1.188
5853,22,7,0.054,1.188
5874,22,7,0.054,1.188
5880,22,7,0.054,1.188
6265,22,7,0.054,1.188
6500,22,7,0.054,1.188
6628,22,7,0.054,1.188
6953,22,7,0.054,1.188
6977,22,7,0.054,1.188
7489,22,7,0.054,1.188
7499,22,7,0.054,1.188
7649,22,7,0.054,1.188
8044,22,7,0.054,1.188
8114,22,7,0.054,1.188
8179,22,7,0.054,1.188
8292,22,7,0.054,1.188
8391,22,7,0.054,1.188
8779,22,7,0.054,1.188
9019,22,7,0.054,1.188
9282,22,7,0.054,1.188
9319,22,7,0.054,1.188
9636,22,7,0.054,1.188
9726,22,7,0.054,1.188
9866,22,7,0.054,1.188
9924,22,7,0.054,1.188
138,35,10,0.0338,1.1829999999999998
262,35,10,0.0338,1.1829999999999998
690,35,10,0.0338,1.1829999999999998
1681,35,10,0.0338,1.1829999999999998
1920,35,10,0.0338,1.1829999999999998
2268,35,10,0.0338,1.1829999999999998
2336,35,10,0.0338,1.1829999999999998
2486,35,10,0.0338,1.1829999999999998
2893,35,10,0.0338,1.1829999999999998
3217,35,10,0.0338,1.1829999999999998
3229,35,10,0.0338,1.1829999999999998
3544,35,10,0.0338,1.1829999999999998
4198,35,10,0.0338,1.1829999999999998
4356,35,10,0.0338,1.1829999999999998
4778,35,10,0.0338,1.1829999999999998
4811,35,10,0.0338,1.1829999999999998
5047,35,10,0.0338,1.1829999999999998
5395,35,10,0.0338,1.1829999999999998
5728,35,10,0.0338,1.1829999999999998
5967,35,10,0.0338,1.1829999999999998
6171,35,10,0.0338,1.1829999999999998
6227,35,10,0.0338,1.1829999999999998
6234,35,10,0.0338,1.1829999999999998
6897,35,10,0.0338,1.1829999999999998
7037,35,10,0.0338,1.1829999999999998
7189,35,10,0.0338,1.1829999999999998
7336,35,10,0.0338,1.1829999999999998
7523,35,10,0.0338,1.1829999999999998
8008,35,10,0.0338,1.1829999999999998
8223,35,10,0.0338,1.1829999999999998
8718,35,10,0.0338,1.1829999999999998
8976,35,10,0.0338,1.1829999999999998
5706,61,13,0.0193,1.1773
1376,52,12,0.0225,1.17
4938,52,12,0.0225,1.17
6264,52,12,0.0225,1.17
6606,52,12,0.0225,1.17
1130,40,11,0.0292,1.168
1137,40,11,0.0292,1.168
1634,40,11,0.0292,1.168
2010,40,11,0.0292,1.168
3290,40,11,0.0292,1.168
3736,40,11,0.0292,1.168
4175,40,11,0.0292,1.168
4230,40,11,0.0292,1.168
5204,40,11,0.0292,1.168
5363,40,11,0.0292,1.168
6121,40,11,0.0292,1.168
6134,40,11,0.0292,1.168
6530,40,11,0.0292,1.168
7022,40,11,0.0292,1.168
8306,40,11,0.0292,1.168
9036,40,11,0.0292,1.168
9523,40,11,0.0292,1.168
9724,40,11,0.0292,1.168
228,17,6,0.0687,1.1679
392,17,6,0.0687,1.1679
566,17,6,0.0687,1.1679
623,17,6,0.0687,1.1679
1039,17,6,0.0687,1.1679
1216,17,6,0.0687,1.1679
1239,17,6,0.0687,1.1679
1259,17,6,0.0687,1.1679
1466,17,6,0.0687,1.1679
1601,17,6,0.0687,1.1679
2122,17,6,0.0687,1.1679
2333,17,6,0.0687,1.1679
2412,17,6,0.0687,1.1679
2434,17,6,0.0687,1.1679
2551,17,6,0.0687,1.1679
2572,17,6,0.0687,1.1679
2612,17,6,0.0687,1.1679
3035,17,6,0.0687,1.1679
3328,17,6,0.0687,1.1679
3422,17,6,0.0687,1.1679
3520,17,6,0.0687,1.1679
3633,17,6,0.0687,1.1679
3684,17,6,0.0687,1.1679
3697,17,6,0.0687,1.1679
4129,17,6,0.0687,1.1679
4446,17,6,0.0687,1.1679
4688,17,6,0.0687,1.1679
5140,17,6,0.0687,1.1679
5210,17,6,0.0687,1.1679
5242,17,6,0.0687,1.1679
5539,17,6,0.0687,1.1679
5754,17,6,0.0687,1.1679
6312,17,6,0.0687,1.1679
6366,17,6,0.0687,1.1679
6740,17,6,0.0687,1.1679
6787,17,6,0.0687,1.1679
6984,17,6,0.0687,1.1679
7511,17,6,0.0687,1.1679
8121,17,6,0.0687,1.1679
8172,17,6,0.0687,1.1679
8190,17,6,0.0687,1.1679
8312,17,6,0.0687,1.1679
8566,17,6,0.0687,1.1679
8573,17,6,0.0687,1.1679
8654,17,6,0.0687,1.1679
8724,17,6,0.0687,1.1679
8793,17,6,0.0687,1.1679
9478,17,6,0.0687,1.1679
9560,17,6,0.0687,1.1679
9581,17,6,0.0687,1.1679
9830,17,6,0.0687,1.1679
9895,17,6,0.0687,1.1679
84,31,9,0.0376,1.1656
782,31,9,0.0376,1.1656
1064,31,9,0.0376,1.1656
1220,31,9,0.0376,1.1656
1274,31,9,0.0376,1.1656
1398,31,9,0.0376,1.1656
1818,31,9,0.0376,1.1656
1948,31,9,0.0376,1.1656
2006,31,9,0.0376,1.1656
2165,31,9,0.0376,1.1656
2517,31,9,0.0376,1.1656
2872,31,9,0.0376,1.1656
3466,31,9,0.0376,1.1656
3717,31,9,0.0376,1.1656
4115,31,9,0.0376,1.1656
4375,31,9,0.0376,1.1656
5031,31,9,0.0376,1.1656
5118,31,9,0.0376,1.1656
6560,31,9,0.0376,1.1656
6971,31,9,0.0376,1.1656
7250,31,9,0.0376,1.1656
7377,31,9,0.0376,1.1656
7480,31,9,0.0376,1.1656
7740,31,9,0.0376,1.1656
8027,31,9,0.0376,1.1656
8192,31,9,0.0376,1.1656
8284,31,9,0.0376,1.1656
8287,31,9,0.0376,1.1656
8753,31,9,0.0376,1.1656
9098,31,9,0.0376,1.1656
9514,31,9,0.0376,1.1656
9584,31,9,0.0376,1.1656
148,26,8,0.0447,1.1622
458,26,8,0.0447,1.1622
584,26,8,0.0447,1.1622
625,26,8,0.0447,1.1622
821,26,8,0.0447,1.1622
895,26,8,0.0447,1.1622
1299,26,8,0.0447,1.1622
1553,26,8,0.0447,1.1622
1605,26,8,0.0447,1.1622
2238,26,8,0.0447,1.1622
2330,26,8,0.0447,1.1622
2520,26,8,0.0447,1.1622
2701,26,8,0.0447,1.1622
3033,26,8,0.0447,1.1622
3056,26,8,0.0447,1.1622
3541,26,8,0.0447,1.1622
3656,26,8,0.0447,1.1622
3746,26,8,0.0447,1.1622
3868,26,8,0.0447,1.1622
3989,26,8,0.0447,1.1622
4039,26,8,0.0447,1.1622
4652,26,8,0.0447,1.1622
4841,26,8,0.0447,1.1622
5224,26,8,0.0447,1.1622
5560,26,8,0.0447,1.1622
5658,26,8,0.0447,1.1622
5727,26,8,0.0447,1.1622
6270,26,8,0.0447,1.1622
6679,26,8,0.0447,1.1622
7284,26,8,0.0447,1.1622
7296,26,8,0.0447,1.1622
7305,26,8,0.0447,1.1622
7556,26,8,0.0447,1.1622
7795,26,8,0.0447,1.1622
7922,26,8,0.0447,1.1622
8161,26,8,0.0447,1.1622
8454,26,8,0.0447,1.1622
8534,26,8,0.0447,1.1622
8614,26,8,0.0447,1.1622
8883,26,8,0.0447,1.1622
9157,26,8,0.0447,1.1622
9446,26,8,0.0447,1.1622
7826,60,13,0.0193,1.1580000000000001
131,14,5,0.0825,1.155
185,14,5,0.0825,1.155
278,14,5,0.0825,1.155
304,14,5,0.0825,1.155
358,14,5,0.0825,1.155
363,14,5,0.0825,1.155
510,14,5,0.0825,1.155
530,14,5,0.0825,1.155
686,14,5,0.0825,1.155
1092,14,5,0.0825,1.155
1202,14,5,0.0825,1.155
1419,14,5,0.0825,1.155
1668,14,5,0.0825,1.155
2521,14,5,0.0825,1.155
2645,14,5,0.0825,1.155
2834,14,5,0.0825,1.155
2998,14,5,0.0825,1.155
3029,14,5,0.0825,1.155
3299,14,5,0.0825,1.155
3410,14,5,0.0825,1.155
3667,14,5,0.0825,1.155
3735,14,5,0.0825,1.155
3912,14,5,0.0825,1.155
4004,14,5,0.0825,1.155
4016,14,5,0.0825,1.155
4079,14,5,0.0825,1.155
4138,14,5,0.0825,1.155
4176,14,5,0.0825,1.155
4307,14,5,0.0825,1.155
4575,14,5,0.0825,1.155
4781,14,5,0.0825,1.155
4855,14,5,0.0825,1.155
4915,14,5,0.0825,1.155
4974,14,5,0.0825,1.155
4983,14,5,0.0825,1.155
5010,14,5,0.0825,1.155
5208,14,5,0.0825,1.155
5330,14,5,0.0825,1.155
5414,14,5,0.0825,1.155
5439,14,5,0.0825,1.155
5551,14,5,0.0825,1.155
5680,14,5,0.0825,1.155
6269,14,5,0.0825,1.155
6286,14,5,0.0825,1.155
6299,14,5,0.0825,1.155
6314,14,5,0.0825,1.155
6340,14,5,0.0825,1.155
6499,14,5,0.0825,1.155
6623,14,5,0.0825,1.155
6826,14,5,0.0825,1.155
6846,14,5,0.0825,1.155
6929,14,5,0.0825,1.155
7041,14,5,0.0825,1.155
7196,14,5,0.0825,1.155
7303,14,5,0.0825,1.155
7576,14,5,0.0825,1.155
7635,14,5,0.0825,1.155
7856,14,5,0.0825,1.155
7894,14,5,0.0825,1.155
8199,14,5,0.0825,1.155
8462,14,5,0.0825,1.155
8584,14,5,0.0825,1.155
8657,14,5,0.0825,1.155
8671,14,5,0.0825,1.155
8769,14,5,0.0825,1.155
8836,14,5,0.0825,1.155
8843,14,5,0.0825,1.155
8854,14,5,0.0825,1.155
8982,14,5,0.0825,1.155
8983,14,5,0.0825,1.155
9030,14,5,0.0825,1.155
9339,14,5,0.0825,1.155
9346,14,5,0.0825,1.155
9432,14,5,0.0825,1.155
9598,14,5,0.0825,1.155
9701,14,5,0.0825,1.155
9723,14,5,0.0825,1.155
9933,14,5,0.0825,1.155
9990,14,5,0.0825,1.155
293,34,10,0.0338,1.1492
404,34,10,0.0338,1.1492
420,34,10,0.0338,1.1492
725,34,10,0.0338,1.1492
940,34,10,0.0338,1.1492
1060,34,10,0.0338,1.1492
1319,34,10,0.0338,1.1492
1436,34,10,0.0338,1.1492
2092,34,10,0.0338,1.1492
2696,34,10,0.0338,1.1492
2940,34,10,0.0338,1.1492
3074,34,10,0.0338,1.1492
3098,34,10,0.0338,1.1492
3225,34,10,0.0338,1.1492
4244,34,10,0.0338,1.1492
4942,34,10,0.0338,1.1492
5021,34,10,0.0338,1.1492
5498,34,10,0.0338,1.1492
5920,34,10,0.0338,1.1492
6346,34,10,0.0338,1.1492
7411,34,10,0.0338,1.1492
8019,34,10,0.0338,1.1492
8053,34,10,0.0338,1.1492
8672,34,10,0.0338,1.1492
9684,34,10,0.0338,1.1492
695,51,12,0.0225,1.1475
4364,51,12,0.0225,1.1475
6957,51,12,0.0225,1.1475
7786,51,12,0.0225,1.1475
9607,51,12,0.0225,1.1475
9801,51,12,0.0225,1.1475
9862,51,12,0.0225,1.1475
9863,51,12,0.0225,1.1475
565,39,11,0.0292,1.1388
710,39,11,0.0292,1.1388
1007,39,11,0.0292,1.1388
1034,39,11,0.0292,1.1388
1043,39,11,0.0292,1.1388
1045,39,11,0.0292,1.1388
1807,39,11,0.0292,1.1388
1831,39,11,0.0292,1.1388
2207,39,11,0.0292,1.1388
2629,39,11,0.0292,1.1388
2799,39,11,0.0292,1.1388
3050,39,11,0.0292,1.1388
3462,39,11,0.0292,1.1388
3484,39,11,0.0292,1.1388
4019,39,11,0.0292,1.1388
4055,39,11,0.0292,1.1388
4553,39,11,0.0292,1.1388
4614,39,11,0.0292,1.1388
5213,39,11,0.0292,1.1388
5457,39,11,0.0292,1.1388
5617,39,11,0.0292,1.1388
6533,39,11,0.0292,1.1388
6583,39,11,0.0292,1.1388
6764,39,11,0.0292,1.1388
6931,39,11,0.0292,1.1388
7260,39,11,0.0292,1.1388
8015,39,11,0.0292,1.1388
8268,39,11,0.0292,1.1388
8616,39,11,0.0292,1.1388
8670,39,11,0.0292,1.1388
9107,39,11,0.0292,1.1388
9575,39,11,0.0292,1.1388
9889,39,11,0.0292,1.1388
3702,59,13,0.0193,1.1387
827,21,7,0.054,1.134
964,21,7,0.054,1.134
1026,21,7,0.054,1.134
1632,21,7,0.054,1.134
2167,21,7,0.054,1.134
2177,21,7,0.054,1.134
2381,21,7,0.054,1.134
2658,21,7,0.054,1.134
2664,21,7,0.054,1.134
2835,21,7,0.054,1.134
2955,21,7,0.054,1.134
3096,21,7,0.054,1.134
3307,21,7,0.054,1.134
3349,21,7,0.054,1.134
3745,21,7,0.054,1.134
3777,21,7,0.054,1.134
3829,21,7,0.054,1.134
4357,21,7,0.054,1.134
4444,21,7,0.054,1.134
4670,21,7,0.054,1.134
5368,21,7,0.054,1.134
5424,21,7,0.054,1.134
5516,21,7,0.054,1.134
5646,21,7,0.054,1.134
5691,21,7,0.054,1.134
6587,21,7,0.054,1.134
6656,21,7,0.054,1.134
7024,21,7,0.054,1.134
7309,21,7,0.054,1.134
7440,21,7,0.054,1.134
7916,21,7,0.054,1.134
8162,21,7,0.054,1.134
8180,21,7,0.054,1.134
8388,21,7,0.054,1.134
8532,21,7,0.054,1.134
8561,21,7,0.054,1.134
8692,21,7,0.054,1.134
8697,21,7,0.054,1.134
8810,21,7,0.054,1.134
9020,21,7,0.054,1.134
9202,21,7,0.054,1.134
9380,21,7,0.054,1.134
9850,21,7,0.054,1.134
17,30,9,0.0376,1.1280000000000001
448,30,9,0.0376,1.1280000000000001
759,30,9,0.0376,1.1280000000000001
1018,30,9,0.0376,1.1280000000000001
1024,30,9,0.0376,1.1280000000000001
1151,30,9,0.0376,1.1280000000000001
1193,30,9,0.0376,1.1280000000000001
1314,30,9,0.0376,1.1280000000000001
1335,30,9,0.0376,1.1280000000000001
1347,30,9,0.0376,1.1280000000000001
1477,30,9,0.0376,1.1280000000000001
1491,30,9,0.0376,1.1280000000000001
2559,30,9,0.0376,1.1280000000000001
2583,30,9,0.0376,1.1280000000000001
4497,30,9,0.0376,1.1280000000000001
4673,30,9,0.0376,1.1280000000000001
4783,30,9,0.0376,1.1280000000000001
4970,30,9,0.0376,1.1280000000000001
5731,30,9,0.0376,1.1280000000000001
5752,30,9,0.0376,1.1280000000000001
6302,30,9,0.0376,1.1280000000000001
6743,30,9,0.0376,1.1280000000000001
6752,30,9,0.0376,1.1280000000000001
6796,30,9,0.0376,1.1280000000000001
7643,30,9,0.0376,1.1280000000000001
7698,30,9,0.0376,1.1280000000000001
7847,30,9,0.0376,1.1280000000000001
8200,30,9,0.0376,1.1280000000000001
8230,30,9,0.0376,1.1280000000000001
8583,30,9,0.0376,1.1280000000000001
8627,30,9,0.0376,1.1280000000000001
8978,30,9,0.0376,1.1280000000000001
9103,30,9,0.0376,1.1280000000000001
9566,30,9,0.0376,1.1280000000000001
9574,30,9,0.0376,1.1280000000000001
9622,30,9,0.0376,1.1280000000000001
9868,30,9,0.0376,1.1280000000000001
409,50,12,0.0225,1.125
1486,50,12,0.0225,1.125
1672,50,12,0.0225,1.125
1828,50,12,0.0225,1.125
2269,50,12,0.0225,1.125
2344,50,12,0.0225,1.125
2512,50,12,0.0225,1.125
5833,50,12,0.0225,1.125
6841,50,12,0.0225,1.125
6927,50,12,0.0225,1.125
47,12,4,0.0934,1.1208
101,12,4,0.0934,1.1208
178,12,4,0.0934,1.1208
223,12,4,0.0934,1.1208
279,12,4,0.0934,1.1208
814,12,4,0.0934,1.1208
885,12,4,0.0934,1.1208
968,12,4,0.0934,1.1208
1016,12,4,0.0934,1.1208
1084,12,4,0.0934,1.1208
1145,12,4,0.0934,1.1208
1309,12,4,0.0934,1.1208
1321,12,4,0.0934,1.1208
1404,12,4,0.0934,1.1208
1448,12,4,0.0934,1.1208
1526,12,4,0.0934,1.1208
1574,12,4,0.0934,1.1208
1577,12,4,0.0934,1.1208
1604,12,4,0.0934,1.1208
1612,12,4,0.0934,1.1208
1760,12,4,0.0934,1.1208
1781,12,4,0.0934,1.1208
1989,12,4,0.0934,1.1208
2075,12,4,0.0934,1.1208
2105,12,4,0.0934,1.1208
2215,12,4,0.0934,1.1208
2244,12,4,0.0934,1.1208
2328,12,4,0.0934,1.1208
2371,12,4,0.0934,1.1208
2388,12,4,0.0934,1.1208
2398,12,4,0.0934,1.1208
2516,12,4,0.0934,1.1208
2527,12,4,0.0934,1.1208
2552,12,4,0.0934,1.1208
2689,12,4,0.0934,1.1208
2766,12,4,0.0934,1.1208
2797,12,4,0.0934,1.1208
2811,12,4,0.0934,1.1208
2883,12,4,0.0934,1.1208
2920,12,4,0.0934,1.1208
2991,12,4,0.0934,1.1208
3003,12,4,0.0934,1.1208
3082,12,4,0.0934,1.1208
3138,12,4,0.0934,1.1208
3235,12,4,0.0934,1.1208
3238,12,4,0.0934,1.1208
3326,12,4,0.0934,1.1208
3532,12,4,0.0934,1.1208
3668,12,4,0.0934,1.1208
3818,12,4,0.0934,1.1208
3824,12,4,0.0934,1.1208
3867,12,4,0.0934,1.1208
3928,12,4,0.0934,1.1208
3944,12,4,0.0934,1.1208
4072,12,4,0.0934,1.1208
4164,12,4,0.0934,1.1208
4428,12,4,0.0934,1.1208
4436,12,4,0.0934,1.1208
4618,12,4,0.0934,1.1208
4626,12,4,0.0934,1.1208
4698,12,4,0.0934,1.1208
4722,12,4,0.0934,1.1208
4738,12,4,0.0934,1.1208
4775,12,4,0.0934,1.1208
4820,12,4,0.0934,1.1208
4870,12,4,0.0934,1.1208
4871,12,4,0.0934,1.1208
4935,12,4,0.0934,1.1208
5064,12,4,0.0934,1.1208
5078,12,4,0.0934,1.1208
5248,12,4,0.0934,1.1208
5298,12,4,0.0934,1.1208
5449,12,4,0.0934,1.1208
5517,12,4,0.0934,1.1208
5649,12,4,0.0934,1.1208
6008,12,4,0.0934,1.1208
6067,12,4,0.0934,1.1208
6072,12,4,0.0934,1.1208
6212,12,4,0.0934,1.1208
6233,12,4,0.0934,1.1208
6256,12,4,0.0934,1.1208
6423,12,4,0.0934,1.1208
6715,12,4,0.0934,1.1208
6798,12,4,0.0934,1.1208
6837,12,4,0.0934,1.1208
6849,12,4,0.0934,1.1208
6853,12,4,0.0934,1.1208
6898,12,4,0.0934,1.1208
6952,12,4,0.0934,1.1208
6964,12,4,0.0934,1.1208
6970,12,4,0.0934,1.1208
6990,12,4,0.0934,1.1208
7058,12,4,0.0934,1.1208
7142,12,4,0.0934,1.1208
7145,12,4,0.0934,1.1208
7147,12,4,0.0934,1.1208
7188,12,4,0.0934,1.1208
7220,12,4,0.0934,1.1208
7406,12,4,0.0934,1.1208
7488,12,4,0.0934,1.1208
7506,12,4,0.0934,1.1208
7537,12,4,0.0934,1.1208
7568,12,4,0.0934,1.1208
7706,12,4,0.0934,1.1208
7994,12,4,0.0934,1.1208
8054,12,4,0.0934,1.1208
8142,12,4,0.0934,1.1208
8296,12,4,0.0934,1.1208
8377,12,4,0.0934,1.1208
8394,12,4,0.0934,1.1208
8420,12,4,0.0934,1.1208
8461,12,4,0.0934,1.1208
8494,12,4,0.0934,1.1208
8547,12,4,0.0934,1.1208
8577,12,4,0.0934,1.1208
8811,12,4,0.0934,1.1208
8839,12,4,0.0934,1.1208
8848,12,4,0.0934,1.1208
8853,12,4,0.0934,1.1208
9120,12,4,0.0934,1.1208
9176,12,4,0.0934,1.1208
9186,12,4,0.0934,1.1208
9260,12,4,0.0934,1.1208
9268,12,4,0.0934,1.1208
9273,12,4,0.0934,1.1208
9378,12,4,0.0934,1.1208
9484,12,4,0.0934,1.1208
9497,12,4,0.0934,1.1208
9532,12,4,0.0934,1.1208
9547,12,4,0.0934,1.1208
9734,12,4,0.0934,1.1208
9739,12,4,0.0934,1.1208
9823,12,4,0.0934,1.1208
9918,12,4,0.0934,1.1208
9930,12,4,0.0934,1.1208
2111,58,13,0.0193,1.1194000000000002
576,25,8,0.0447,1.1175
854,25,8,0.0447,1.1175
912,25,8,0.0447,1.1175
1153,25,8,0.0447,1.1175
1237,25,8,0.0447,1.1175
1261,25,8,0.0447,1.1175
1453,25,8,0.0447,1.1175
2041,25,8,0.0447,1.1175
2139,25,8,0.0447,1.1175
2380,25,8,0.0447,1.1175
2541,25,8,0.0447,1.1175
2740,25,8,0.0447,1.1175
2964,25,8,0.0447,1.1175
3515,25,8,0.0447,1.1175
3574,25,8,0.0447,1.1175
3918,25,8,0.0447,1.1175
3965,25,8,0.0447,1.1175
3968,25,8,0.0447,1.1175
4235,25,8,0.0447,1.1175
4462,25,8,0.0447,1.1175
4776,25,8,0.0447,1.1175
4949,25,8,0.0447,1.1175
5136,25,8,0.0447,1.1175
5557,25,8,0.0447,1.1175
6104,25,8,0.0447,1.1175
6458,25,8,0.0447,1.1175
8360,25,8,0.0447,1.1175
8387,25,8,0.0447,1.1175
8794,25,8,0.0447,1.1175
9261,25,8,0.0447,1.1175
9853,25,8,0.0447,1.1175
145,33,10,0.0338,1.1154
451,33,10,0.0338,1.1154
1521,33,10,0.0338,1.1154
1533,33,10,0.0338,1.1154
1595,33,10,0.0338,1.1154
1627,33,10,0.0338,1.1154
2759,33,10,0.0338,1.1154
3406,33,10,0.0338,1.1154
3803,33,10,0.0338,1.1154
4200,33,10,0.0338,1.1154
4224,33,10,0.0338,1.1154
4304,33,10,0.0338,1.1154
4759,33,10,0.0338,1.1154
5868,33,10,0.0338,1.1154
5935,33,10,0.0338,1.1154
6291,33,10,0.0338,1.1154
7068,33,10,0.0338,1.1154
7180,33,10,0.0338,1.1154
7252,33,10,0.0338,1.1154
7289,33,10,0.0338,1.1154
8057,33,10,0.0338,1.1154
8095,33,10,0.0338,1.1154
8217,33,10,0.0338,1.1154
8508,33,10,0.0338,1.1154
